"userid","primary"
"5576","Pathology"
"5576","Pathology"
"5576","Pathology"
"5576","Pathology"
"5586","Medicine: Infectious Diseases and International Health"
"5592","Biology"
"5592","Biology"
"5592","Biology"
"5592","Biology"
"5596","Pediatrics: Nephrology"
"5596","Pediatrics: Nephrology"
"5596","Pediatrics: Nephrology"
"5596","Pediatrics: Nephrology"
"5596","Pediatrics: Nephrology"
"5613","Chemical Engineering"
"5613","Chemical Engineering"
"5633","Chemistry"
"5634","Systems and Information Engineering"
"5652","Biology"
"5652","Biology"
"5652","Biology"
"5652","Biology"
"5652","Biology"
"5652","Biology"
"5652","Biology"
"5652","Biology"
"5662","Psychology"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5667","Biomedical Engineering"
"5671","Neuroscience"
"5671","Neuroscience"
"5671","Neuroscience"
"5676","Medicine: Endocrinology and Metabolism"
"5676","Medicine: Endocrinology and Metabolism"
"5676","Medicine: Endocrinology and Metabolism"
"5679","Biomedical Engineering"
"5683","Public Health Sciences"
"5683","Public Health Sciences"
"5685","Anesthesiology"
"5685","Anesthesiology"
"5699","Pharmacology"
"5699","Pharmacology"
"5699","Pharmacology"
"5699","Pharmacology"
"5699","Pharmacology"
"5699","Pharmacology"
"5699","Pharmacology"
"5699","Pharmacology"
"5714","Psychology"
"5721","Surgery"
"5721","Surgery"
"5721","Surgery"
"5721","Surgery"
"5721","Surgery"
"5721","Surgery"
"5730","Neurological Surgery"
"5730","Neurological Surgery"
"5730","Neurological Surgery"
"5730","Neurological Surgery"
"5731","Public Health Sciences"
"5731","Public Health Sciences"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5742","Biomedical Engineering"
"5743","Neurological Surgery"
"5744","Psychiatry and Neurobehavioral Sciences"
"5744","Psychiatry and Neurobehavioral Sciences"
"5752","Biology"
"5754","Radiology and Medical Imaging"
"5759","Biology"
"5759","Biology"
"5759","Biology"
"5759","Biology"
"5759","Biology"
"5759","Biology"
"5760","Medicine: Infectious Diseases and International Health"
"5767","Medicine: Cardiovascular Medicine"
"5767","Medicine: Cardiovascular Medicine"
"5767","Medicine: Cardiovascular Medicine"
"5767","Medicine: Cardiovascular Medicine"
"36113","Pathology"
"36113","Pathology"
"61108","Pharmacology"
"61108","Pharmacology"
"61109","Pharmacology"
"61109","Pharmacology"
"61109","Pharmacology"
"61109","Pharmacology"
"61109","Pharmacology"
"61109","Pharmacology"
"61109","Pharmacology"
"61113","Neuroscience"
"61113","Neuroscience"
"61113","Neuroscience"
"61141","Chemical Engineering"
"61153","Psychology"
"61154","Psychology"
"61158","Psychology"
"61160","Psychology"
"61169","Radiology and Medical Imaging"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61180","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61181","Biochemistry and Molecular Genetics"
"61181","Biochemistry and Molecular Genetics"
"61181","Biochemistry and Molecular Genetics"
"61181","Biochemistry and Molecular Genetics"
"61181","Biochemistry and Molecular Genetics"
"61181","Biochemistry and Molecular Genetics"
"61181","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61182","Biochemistry and Molecular Genetics"
"61183","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61183","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61183","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61183","Microbiology&#44; Immunology&#44; and Cancer Biology"
"61185","Medicine: Gastroenterology and Hepatology"
"62884","Medicine: Nephrology"
"62884","Medicine: Nephrology"
"62884","Medicine: Nephrology"
"63043","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63043","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63043","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63043","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63043","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63044","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63044","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63044","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63044","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63044","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63044","Microbiology&#44; Immunology&#44; and Cancer Biology"
"63048","Biomedical Engineering"
"63048","Biomedical Engineering"
"63048","Biomedical Engineering"
"63048","Biomedical Engineering"
"63048","Biomedical Engineering"
"63048","Biomedical Engineering"
"63048","Biomedical Engineering"
"63055","Neuroscience"
"63055","Neuroscience"
"63055","Neuroscience"
"63055","Neuroscience"
"63055","Neuroscience"
"63055","Neuroscience"
"63055","Neuroscience"
"63065","Biology"
"63065","Biology"
"63065","Biology"
"64575","Medicine: Hematology and Oncology"
"64575","Medicine: Hematology and Oncology"
"64575","Medicine: Hematology and Oncology"
"64575","Medicine: Hematology and Oncology"
"64575","Medicine: Hematology and Oncology"
"64575","Medicine: Hematology and Oncology"
"64576","Neurology"
"64577","Biology"
"64587","Pharmacology"
"64587","Pharmacology"
"64587","Pharmacology"
"64587","Pharmacology"
"64587","Pharmacology"
"64587","Pharmacology"
"64587","Pharmacology"
"64587","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64673","Pharmacology"
"64674","Biochemistry and Molecular Genetics"
"64674","Biochemistry and Molecular Genetics"
"64674","Biochemistry and Molecular Genetics"
"64674","Biochemistry and Molecular Genetics"
"64675","Microbiology&#44; Immunology&#44; and Cancer Biology"
"64676","Biomedical Engineering"
"64677","Psychology"
"64677","Psychology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64678","Biology"
"64683","Neurological Surgery"
"64684","Neurological Surgery"
"64692","Civil and Environmental Engineering"
"64693","Chemical Engineering"
"64693","Chemical Engineering"
"64693","Chemical Engineering"
"64695","Surgery"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64696","Biology"
"64698","Medicine: Cardiovascular Medicine"
"64725","Obstetrics and Gynecology"
"64725","Obstetrics and Gynecology"
"64725","Obstetrics and Gynecology"
"66349","Center for Public Health Genomics"
"66349","Center for Public Health Genomics"
"66351","Pharmacology"
"66352","Chemistry"
"66352","Chemistry"
"66353","Chemistry"
"66353","Chemistry"
"66353","Chemistry"
"66353","Chemistry"
"66353","Chemistry"
"66353","Chemistry"
"66353","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66354","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66356","Chemistry"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66361","Neuroscience"
"66374","Arts & Sciences"
"66383","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66383","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66383","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66383","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66384","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66384","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66384","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66384","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66384","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66388","Medicine: Endocrinology and Metabolism"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66399","Biochemistry and Molecular Genetics"
"66442","Molecular Physiology and Biological Physics"
"66442","Molecular Physiology and Biological Physics"
"66442","Molecular Physiology and Biological Physics"
"66488","Biochemistry and Molecular Genetics"
"66488","Biochemistry and Molecular Genetics"
"66488","Biochemistry and Molecular Genetics"
"66488","Biochemistry and Molecular Genetics"
"66488","Biochemistry and Molecular Genetics"
"66489","Biochemistry and Molecular Genetics"
"66489","Biochemistry and Molecular Genetics"
"66489","Biochemistry and Molecular Genetics"
"66489","Biochemistry and Molecular Genetics"
"66498","Arts & Sciences"
"66499","Chemistry"
"66506","Nursing"
"66511","Environmental Sciences"
"66511","Environmental Sciences"
"66515","Biomedical Engineering"
"66515","Biomedical Engineering"
"66515","Biomedical Engineering"
"66515","Biomedical Engineering"
"66516","Electrical and Computer Engineering"
"66529","Biomedical Engineering"
"66529","Biomedical Engineering"
"66529","Biomedical Engineering"
"66529","Biomedical Engineering"
"66529","Biomedical Engineering"
"66530","Psychology"
"66532","Psychology"
"66533","Psychology"
"66533","Psychology"
"66534","Psychology"
"66535","Psychology"
"66536","Psychology"
"66538","Psychology"
"66539","Psychology"
"66541","Psychology"
"66542","Psychology"
"66544","Psychology"
"66563","Computer Science"
"66579","Neurology"
"66593","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66593","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66593","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66593","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66593","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66596","Pediatrics"
"66596","Pediatrics"
"66596","Pediatrics"
"66596","Pediatrics"
"66596","Pediatrics"
"66601","Environmental Sciences"
"66602","Environmental Sciences"
"66603","Environmental Sciences"
"66604","Environmental Sciences"
"66605","Environmental Sciences"
"66606","Environmental Sciences"
"66607","Environmental Sciences"
"66608","Environmental Sciences"
"66611","Psychology"
"66612","Curry School of Education"
"66613","Environmental Sciences"
"66614","Environmental Sciences"
"66615","Environmental Sciences"
"66616","Environmental Sciences"
"66617","Environmental Sciences"
"66618","Environmental Sciences"
"66619","Environmental Sciences"
"66620","Politics"
"66634","Politics"
"66641","Politics"
"66643","Politics"
"66649","Politics"
"66652","Politics"
"66657","Politics"
"66658","Politics"
"66664","Environmental Sciences"
"66665","Environmental Sciences"
"66671","Environmental Sciences"
"66672","Medicine: Cardiovascular Medicine"
"66672","Medicine: Cardiovascular Medicine"
"66672","Medicine: Cardiovascular Medicine"
"66674","Environmental Sciences"
"66674","Environmental Sciences"
"66676","Environmental Sciences"
"66678","Environmental Sciences"
"66679","Environmental Sciences"
"66808","Chemical Engineering"
"66808","Chemical Engineering"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66810","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66816","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66817","Microbiology&#44; Immunology&#44; and Cancer Biology"
"66817","Microbiology&#44; Immunology&#44; and Cancer Biology"
"68682","Public Health Sciences"
"68682","Public Health Sciences"
"68682","Public Health Sciences"
"68682","Public Health Sciences"
"68740","Ophthalmology"
"68740","Ophthalmology"
"68740","Ophthalmology"
"68740","Ophthalmology"
"68740","Ophthalmology"
"68745","Chemistry"
"68746","Biology"
"68755","Frank Batten School of Leadership and Public Policy"
"68756","Chemical Engineering"
"68756","Chemical Engineering"
"68756","Chemical Engineering"
"68756","Chemical Engineering"
"68756","Chemical Engineering"
"68756","Chemical Engineering"
"68758","Environmental Sciences"
"68763","SON"
"68763","SON"
"68766","Ophthalmology"
"68768","Kinesiology"
"68769","Public Health Sciences"
"68769","Public Health Sciences"
"68769","Public Health Sciences"
"68769","Public Health Sciences"
"68769","Public Health Sciences"
"68770","Medicine: Infectious Diseases and International Health"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68776","Public Health Sciences"
"68777","Ophthalmology"
"68777","Ophthalmology"
"68777","Ophthalmology"
"68777","Ophthalmology"
"68777","Ophthalmology"
"68777","Ophthalmology"
"68778","Biomedical Engineering"
"68778","Biomedical Engineering"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68788","Pharmacology"
"68997","Chemistry"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69010","Molecular Physiology and Biological Physics"
"69011","Medicine: Endocrinology and Metabolism"
"69106","Biochemistry and Molecular Genetics"
"69106","Biochemistry and Molecular Genetics"
"69106","Biochemistry and Molecular Genetics"
"69106","Biochemistry and Molecular Genetics"
"69233","Medicine: Infectious Diseases and International Health"
"69236","Medicine: Infectious Diseases and International Health"
"69237","Medicine: Infectious Diseases and International Health"
"69240","Environmental Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69244","Public Health Sciences"
"69248","Frank Batten School of Leadership and Public Policy"
"69249","Biology"
"69249","Biology"
"69249","Biology"
"69249","Biology"
"69249","Biology"
"69250","Engineering and Society"
"69251","Biology"
"69254","Biology"
"69255","Computer Science"
"69263","Molecular Physiology and Biological Physics"
"69265","Medicine: Infectious Diseases and International Health"
"69268","Medicine: Hematology and Oncology"
"69269","Biochemistry and Molecular Genetics"
"69269","Biochemistry and Molecular Genetics"
"69269","Biochemistry and Molecular Genetics"
"69269","Biochemistry and Molecular Genetics"
"69269","Biochemistry and Molecular Genetics"
"69269","Biochemistry and Molecular Genetics"
"69269","Biochemistry and Molecular Genetics"
"69274","Psychology"
"69276","Biology"
"69276","Biology"
"69279","SON"
